name	x	y	z
FP1	0.95	0.31	0
FPZ	1	-0	0
FP2	0.95	-0.31	0
AF7	0.81	0.59	-0
AF3	0.86	0.46	0.23
AF4	0.86	-0.46	0.23
AF8	0.81	-0.59	-0
F7	0.59	0.81	0
F5	0.67	0.71	0.23
F3	0.7	0.57	0.44
F1	0.74	0.3	0.6
FZ	0.71	-0	0.71
F2	0.74	-0.3	0.6
F4	0.7	-0.57	0.44
F6	0.67	-0.71	0.23
F8	0.59	-0.81	0
FT7	0.31	0.95	-0
FC5	0.36	0.88	0.33
FC3	0.38	0.69	0.62
FC1	0.41	0.37	0.83
FCZ	0.38	0	0.92
FC2	0.41	-0.37	0.83
FC4	0.38	-0.69	0.62
FC6	0.36	-0.88	0.33
FT8	0.31	-0.95	-0
VEOG1	0.82	0.27	-0.5
C5	5.63337527607782e-17	0.92	0.38
C3	4.3474961369731e-17	0.71	0.71
C1	2.32682891837997e-17	0.38	0.92
CZ	6.12323399573677e-17	0	1
C2	2.32682891837997e-17	-0.38	0.92
C4	4.3474961369731e-17	-0.71	0.71
C6	5.63337527607782e-17	-0.92	0.38
VEOG2	0.82	-0.27	-0.5
TP7	-0.31	0.95	-0
CP5	-0.36	0.88	0.33
CP3	-0.38	0.69	0.62
CP1	-0.41	0.37	0.83
CPZ	-0.38	-4.65365783675994e-17	0.92
CP2	-0.41	-0.37	0.83
CP4	-0.38	-0.69	0.62
CP6	-0.36	-0.88	0.33
TP8	-0.31	-0.95	-0
P7	-0.59	0.81	0
P5	-0.67	0.71	0.23
P3	-0.7	0.57	0.44
P1	-0.74	0.3	0.6
PZ	-0.71	8.69499227394621e-17	0.71
P2	-0.74	-0.3	0.6
P4	-0.7	-0.57	0.44
P6	-0.67	-0.71	0.23
P8	-0.59	-0.81	0
PO7	-0.81	0.59	-0
PO3	-0.86	0.46	0.23
POZ	-0.92	-1.12667505521556e-16	0.38
PO4	-0.86	-0.46	0.23
PO8	-0.81	-0.59	-0
O1	-0.95	0.31	0
OZ	-1	1.22464679914735e-16	0
O2	-0.95	-0.31	0
HEOG1	0.82	0.27	-0.5
HEOG2	0.82	-0.27	-0.5
A1	5.32721357629099e-17	0.87	-0.5
A2	5.32721357629099e-17	-0.87	-0.5
86	0.88	0.46	-0.14
84	0.98	0.16	-0.14
85	0.98	-0.16	-0.14
91	0.88	-0.46	-0.14
87	0.89	0.46	0.08
88	0.97	0.2	0.16
89	0.97	-0.2	0.16
90	0.89	-0.46	0.08
93	0.68	0.72	-0.14
94	0.77	0.59	0.23
172	0.78	0.45	0.43
95	0.84	0.2	0.5
96	0.84	-0.2	0.5
173	0.78	-0.45	0.43
97	0.77	-0.59	0.23
98	0.68	-0.72	-0.14
102	0.49	0.86	0.14
103	0.54	0.73	0.42
104	0.58	0.5	0.64
105	0.58	0.17	0.79
106	0.58	-0.17	0.79
107	0.58	-0.5	0.64
108	0.54	-0.73	0.42
109	0.49	-0.86	0.14
114	0.17	0.97	0.18
115	0.19	0.83	0.53
116	0.21	0.56	0.8
117	0.21	0.2	0.96
118	0.21	-0.2	0.96
119	0.21	-0.56	0.8
120	0.19	-0.83	0.53
121	0.17	-0.97	0.18
126	-0.17	0.97	0.18
127	-0.19	0.83	0.53
128	-0.21	0.56	0.8
129	-0.21	0.2	0.96
130	-0.21	-0.2	0.96
131	-0.21	-0.56	0.8
132	-0.19	-0.83	0.53
133	-0.17	-0.97	0.18
138	-0.49	0.86	0.14
139	-0.54	0.73	0.42
140	-0.58	0.5	0.64
141	-0.58	0.17	0.79
142	-0.58	-0.17	0.79
143	-0.58	-0.5	0.64
144	-0.54	-0.73	0.42
145	-0.49	-0.86	0.14
150	-0.7	0.71	0.08
151	-0.77	0.59	0.23
152	-0.78	0.45	0.43
153	-0.84	0.2	0.5
154	-0.84	-0.2	0.5
155	-0.78	-0.45	0.43
156	-0.77	-0.59	0.23
157	-0.7	-0.71	0.08
162	-0.89	0.46	0.08
163	-0.97	0.2	0.16
164	-0.97	-0.2	0.16
165	-0.89	-0.46	0.08
161	-0.87	0.44	-0.22
168	-0.97	0.15	-0.21
169	-0.97	-0.15	-0.21
166	-0.87	-0.44	-0.22
